year,week,defense_team,offense_team,receivingReceptionsRB,receivingYardsRB,receivingTouchdownsRB,receivingTargetsRB,receivingYardsAfterCatchRB,receiving100To199YardGameRB,receiving200PlusYardGameRB,receivingReceptionsWR,receivingYardsWR,receivingTouchdownsWR,receivingTargetsWR,receivingYardsAfterCatchWR,receiving100To199YardGameWR,receiving200PlusYardGameWR,receivingReceptionsTE,receivingYardsTE,receivingTouchdownsTE,receivingTargetsTE,receivingYardsAfterCatchTE,receiving100To199YardGameTE,receiving200PlusYardGameTE,rushingAttemptsRB,rushingYardsRB,rushing40PlusYardTDRB,rushing50PlusYardTDRB,rushing100To199YardGameRB,rushing200PlusYardGameRB,rushingTouchdownsRB,rushingAttemptsWR,rushingYardsWR,rushing40PlusYardTDWR,rushing50PlusYardTDWR,rushing100To199YardGameWR,rushing200PlusYardGameWR,rushingTouchdownsWR,rushingAttemptsQB,rushingYardsQB,rushing40PlusYardTDQB,rushing50PlusYardTDQB,rushing100To199YardGameQB,rushing200PlusYardGameQB,rushingTouchdownsQB,rushingAttemptsTE,rushingYardsTE,rushing40PlusYardTDTE,rushing50PlusYardTDTE,rushing100To199YardGameTE,rushing200PlusYardGameTE,rushingTouchdownsTE,passingAttemptsQB,passingCompletionsQB,passingIncompletionsQB,passingYardsQB,passingTouchdownsQB,passingInterceptionsQB,passing40PlusYardTDQB,passing50PlusYardTDQB,passing300To399YardGameQB,passing400PlusYardGameQB,passing2PtConversionsQB,madeFieldGoalsFrom50PlusK,attemptedFieldGoalsFrom50PlusK,madeFieldGoalsFromUnder40K,attemptedFieldGoalsFromUnder40K,madeFieldGoalsK,attemptedFieldGoalsK,madeExtraPointsK,attemptedExtraPointsK
2020,12,MIN,CAR,3.0,24.0,0.0,6.0,17.0,0.0,0.0,13.0,227.0,1.0,21.0,103.0,0.0,0.0,,,,,,,,15.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,36.0,19.0,17.0,267.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0
2020,12,NE,ARI,7.0,29.0,0.0,9.0,13.0,0.0,0.0,8.0,74.0,0.0,13.0,18.0,0.0,0.0,,,,,,,,28.0,107.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,34.0,23.0,11.0,170.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2020,12,NO,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,2.0,17.0,0.0,0.0,21.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2020,12,NYG,CIN,2.0,17.0,0.0,3.0,16.0,0.0,0.0,8.0,59.0,1.0,14.0,27.0,0.0,0.0,,,,,,,,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0
2020,12,NYJ,MIA,2.0,17.0,0.0,2.0,18.0,0.0,0.0,8.0,119.0,0.0,14.0,39.0,1.0,0.0,2.0,35.0,1.0,5.0,11.0,0.0,0.0,8.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,24.0,15.0,257.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0
2020,12,PHI,SEA,2.0,18.0,0.0,2.0,18.0,0.0,0.0,13.0,200.0,0.0,17.0,60.0,1.0,0.0,,,,,,,,8.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,31.0,22.0,9.0,230.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0
2020,12,PIT,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,85.0,1.0,8.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2020,12,SEA,PHI,7.0,47.0,0.0,9.0,48.0,0.0,0.0,2.0,16.0,0.0,2.0,2.0,0.0,0.0,7.0,75.0,1.0,10.0,31.0,0.0,0.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2020,12,SF,LAR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,121.0,0.0,17.0,65.0,0.0,0.0,1.0,6.0,0.0,2.0,2.0,0.0,0.0,19.0,103.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,28.0,14.0,295.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
2020,12,TB,KC,3.0,12.0,0.0,3.0,13.0,0.0,0.0,13.0,269.0,3.0,15.0,81.0,0.0,1.0,8.0,82.0,0.0,8.0,28.0,0.0,0.0,16.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,37.0,12.0,462.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0
2020,12,TEN,IND,11.0,101.0,0.0,14.0,111.0,0.0,0.0,4.0,81.0,1.0,5.0,18.0,0.0,0.0,,,,,,,,16.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,42.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,45.0,25.0,20.0,215.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2020,12,WSH,DAL,1.0,7.0,0.0,3.0,2.0,0.0,0.0,17.0,174.0,1.0,23.0,56.0,1.0,0.0,,,,,,,,10.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0
2020,12,,,3.0,43.0,1.0,4.0,17.0,0.0,0.0,,,,,,,,7.0,68.0,0.0,10.0,17.0,0.0,0.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0
2020,13,ARI,LAR,3.0,47.0,0.0,4.0,59.0,0.0,0.0,18.0,158.0,0.0,20.0,108.0,0.0,0.0,4.0,24.0,1.0,6.0,10.0,0.0,0.0,24.0,121.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,27.0,15.0,402.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,
2020,13,ATL,NO,4.0,9.0,0.0,5.0,12.0,0.0,0.0,17.0,186.0,1.0,23.0,29.0,1.0,0.0,,,,,,,,20.0,105.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,83.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,37.0,27.0,10.0,232.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0
2020,13,BAL,DAL,4.0,18.0,0.0,6.0,20.0,0.0,0.0,18.0,175.0,2.0,29.0,55.0,0.0,0.0,,,,,,,,18.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0
2020,13,BUF,SF,3.0,13.0,0.0,6.0,10.0,0.0,0.0,11.0,168.0,1.0,18.0,78.0,0.0,0.0,3.0,32.0,1.0,4.0,10.0,0.0,0.0,18.0,78.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0
2020,13,CHI,DET,2.0,8.0,0.0,4.0,9.0,0.0,0.0,8.0,116.0,1.0,12.0,7.0,1.0,0.0,7.0,84.0,0.0,9.0,14.0,0.0,0.0,19.0,60.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,37.0,10.0,351.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0
2020,13,CIN,MIA,2.0,51.0,0.0,2.0,39.0,0.0,0.0,4.0,35.0,0.0,8.0,1.0,0.0,0.0,9.0,88.0,1.0,11.0,32.0,0.0,0.0,21.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,26.0,13.0,296.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,1.0,1.0
2020,13,CLE,TEN,1.0,9.0,0.0,1.0,9.0,0.0,0.0,15.0,269.0,1.0,19.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,29.0,16.0,389.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
2020,13,DAL,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,39.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,71.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,94.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,5.0,107.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,4.0,4.0
2020,13,DEN,KC,2.0,15.0,0.0,3.0,23.0,0.0,0.0,6.0,58.0,0.0,11.0,29.0,0.0,0.0,8.0,136.0,1.0,12.0,54.0,1.0,0.0,11.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,25.0,15.0,318.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,5.0,1.0,1.0
2020,13,DET,CHI,4.0,39.0,0.0,4.0,34.0,0.0,0.0,6.0,75.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,72.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2020,13,GB,PHI,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,97.0,0.0,11.0,21.0,0.0,0.0,16.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,7.0,109.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0
2020,13,HOU,IND,8.0,72.0,1.0,8.0,66.0,0.0,0.0,8.0,110.0,1.0,11.0,30.0,1.0,0.0,,,,,,,,24.0,113.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,15.0,6.0,9.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0
2020,13,IND,HOU,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,65.0,0.0,8.0,22.0,0.0,0.0,,,,,,,,10.0,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,38.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,38.0,26.0,12.0,341.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
2020,13,JAX,MIN,6.0,59.0,0.0,9.0,71.0,0.0,0.0,17.0,196.0,2.0,23.0,45.0,1.0,0.0,,,,,,,,32.0,120.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,43.0,28.0,15.0,305.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
2020,13,KC,DEN,1.0,11.0,0.0,3.0,18.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,4.0,57.0,0.0,7.0,31.0,0.0,0.0,29.0,157.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0
2020,13,LAC,NE,4.0,16.0,0.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,16.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,48.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,19.0,12.0,7.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2020,13,LAR,ARI,4.0,24.0,0.0,8.0,24.0,0.0,0.0,9.0,54.0,1.0,16.0,21.0,0.0,0.0,,,,,,,,16.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,39.0,21.0,18.0,173.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,
2020,13,LV,NYJ,,,,,,,,5.0,47.0,2.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2020,13,MIA,CIN,2.0,-1.0,0.0,2.0,10.0,0.0,0.0,6.0,128.0,1.0,13.0,102.0,0.0,0.0,,,,,,,,12.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2020,13,MIN,JAX,6.0,30.0,0.0,6.0,43.0,0.0,0.0,2.0,41.0,0.0,7.0,3.0,0.0,0.0,,,,,,,,18.0,78.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2020,13,NE,LAC,9.0,40.0,0.0,15.0,63.0,0.0,0.0,9.0,91.0,0.0,20.0,35.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,15.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,26.0,27.0,209.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2020,13,NO,ATL,1.0,4.0,0.0,1.0,2.0,0.0,0.0,15.0,253.0,1.0,28.0,55.0,1.0,0.0,1.0,9.0,0.0,4.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,19.0,20.0,273.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0
2020,13,NYG,SEA,5.0,56.0,1.0,9.0,28.0,0.0,0.0,11.0,143.0,0.0,17.0,35.0,0.0,0.0,,,,,,,,13.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,45.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,43.0,27.0,16.0,263.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2020,13,NYJ,LV,1.0,1.0,0.0,2.0,4.0,0.0,0.0,7.0,122.0,1.0,15.0,31.0,0.0,0.0,13.0,200.0,2.0,17.0,103.0,0.0,1.0,16.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,28.0,19.0,381.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0
2020,13,PHI,GB,5.0,28.0,0.0,5.0,25.0,0.0,0.0,10.0,121.0,2.0,12.0,41.0,1.0,0.0,4.0,39.0,1.0,5.0,15.0,0.0,0.0,20.0,156.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,25.0,9.0,295.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0
2020,13,PIT,WSH,10.0,70.0,0.0,10.0,58.0,0.0,0.0,2.0,14.0,0.0,6.0,10.0,0.0,0.0,9.0,98.0,1.0,9.0,31.0,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2020,13,SEA,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,0.0,7.0,7.0,0.0,0.0,4.0,32.0,0.0,8.0,8.0,0.0,0.0,16.0,135.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2020,13,SF,BUF,4.0,27.0,0.0,5.0,29.0,0.0,0.0,19.0,222.0,1.0,21.0,49.0,1.0,0.0,,,,,,,,21.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,40.0,32.0,8.0,375.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0
2020,13,TEN,CLE,4.0,50.0,0.0,4.0,65.0,0.0,0.0,8.0,62.0,1.0,10.0,38.0,0.0,0.0,2.0,24.0,0.0,2.0,10.0,0.0,0.0,32.0,113.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,25.0,8.0,334.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,
2020,13,WSH,PIT,2.0,5.0,0.0,3.0,8.0,0.0,0.0,17.0,137.0,1.0,26.0,46.0,0.0,0.0,7.0,68.0,0.0,11.0,28.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,33.0,20.0,305.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,13,,,7.0,25.0,0.0,7.0,31.0,0.0,0.0,,,,,,,,3.0,28.0,1.0,7.0,0.0,0.0,0.0,8.0,36.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0
2020,14,ARI,NYG,3.0,16.0,0.0,4.0,13.0,0.0,0.0,6.0,66.0,0.0,13.0,6.0,0.0,0.0,2.0,18.0,0.0,4.0,13.0,0.0,0.0,12.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020,14,ATL,LAC,13.0,83.0,0.0,14.0,113.0,0.0,0.0,9.0,52.0,1.0,11.0,8.0,0.0,0.0,6.0,41.0,0.0,8.0,18.0,0.0,0.0,25.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,36.0,8.0,243.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0
2020,14,BAL,CLE,8.0,98.0,1.0,9.0,70.0,0.0,0.0,6.0,52.0,0.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,115.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,28.0,19.0,343.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,
2020,14,BUF,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,110.0,1.0,20.0,75.0,0.0,0.0,2.0,30.0,0.0,5.0,13.0,0.0,0.0,13.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,21.0,16.0,187.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020,14,CAR,DEN,5.0,30.0,0.0,5.0,54.0,0.0,0.0,2.0,42.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
2020,14,CHI,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,38.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,30.0,21.0,9.0,219.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2020,14,CIN,DAL,2.0,11.0,0.0,3.0,6.0,0.0,0.0,8.0,120.0,1.0,13.0,35.0,0.0,0.0,,,,,,,,12.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0
2020,14,CLE,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,1.0,6.0,24.0,0.0,0.0,5.0,78.0,0.0,6.0,29.0,0.0,0.0,13.0,53.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,124.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,6.0,163.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,5.0
